"Is_Highlight","Object_Begin_Date","Tags","Dimensions","Is_Sculpture","area/volume"
"False",1914,"Trees","22.5 x 99.1",FALSE,2229.75
"False",1900,"Orchids","18.7 x 51.8",FALSE,968.66
"False",1923,"Trees","20.3 x 54.6",FALSE,1108.38
"False",1900,"Human Figures","18.6 x 52.7",FALSE,980.22
"False",1900,"Houses","18.6 x 52.7",FALSE,980.22
"False",1900,"Trees","18.6 x 52.7",FALSE,980.22
"False",1921,"Trees","17.8 x 49.8",FALSE,886.44
"False",1921,"Human Figures","37.8 x 23.5",FALSE,888.3
"False",1921,"Lions","37.8 x 23.5",FALSE,888.3
"False",1921,"Snow","37.8 x 23.5",FALSE,888.3
"False",1900,"Praying","177.2 x 46",FALSE,8151.2
"False",1927,"Landscapes","18.1 x 51.1",FALSE,924.91
"False",1927,"Trees","18.1 x 51.1",FALSE,924.91
"False",1935,"Mountains","18.6 x 51.3",FALSE,954.18
"False",1900,"Lotuses","19.4 x 57.8",FALSE,1121.32
"False",1936,"Ducks","18.7 x 50.2",FALSE,938.74
"False",1934,"Landscapes","18.4 x 52.4",FALSE,964.16
"False",1934,"Trees","18.4 x 52.4",FALSE,964.16
"False",1932,"Landscapes","19.1 x 54.6",FALSE,1042.86
"False",1940,"Women","18.1 x 51.8",FALSE,937.58
"False",1953,"Landscapes","15.7 x 51.4",FALSE,806.98
"False",1939,"Fruit","18.1 x 51.4",FALSE,930.34
"False",1939,"Trees","18.1 x 51.4",FALSE,930.34
"False",1925,"Mountains","55.9 x 41.9",FALSE,2342.21
"False",1925,"Landscapes","55.9 x 41.9",FALSE,2342.21
"False",1948,"Insects","31.8 x 35.6",FALSE,1132.08
"False",1948,"Flowers","31.8 x 35.6",FALSE,1132.08
"False",1900,"Landscapes","104.1 x 54.6",FALSE,5683.86
"False",1900,"Crabs","134 x 33.8",FALSE,4529.2
"False",1927,"Buffalos","135.3 x 33.7",FALSE,4559.61
"False",1935,"Buffalos","87.2 x 27.9",FALSE,2432.88
"False",1935,"Trees","87.2 x 27.9",FALSE,2432.88
"False",1900,"Rabbits","21.7 x 46.5",FALSE,1009.05
"False",1940,"Crabs","65.4 x 15.2",FALSE,994.08
"False",1940,"Fish","65.4 x 15.2",FALSE,994.08
"False",1940,"Frogs","65.4 x 15.2",FALSE,994.08
"False",1940,"Lobsters","65.4 x 15.2",FALSE,994.08
"False",1943,"Insects","25.7 x 34.3",FALSE,881.51
"False",1943,"Plants","25.7 x 34.3",FALSE,881.51
"False",1945,"Plants","17.5 x 49.5",FALSE,866.25
"False",1900,"Flowers","18.4 x 49.5",FALSE,910.8
"False",1900,"Women","19.2 x 53.5",FALSE,1027.2
"False",1934,"Birds","19.4 x 54.3",FALSE,1053.42
"False",1941,"Fish","18.4 x 50.8",FALSE,934.72
"False",1939,"Mountains","18.2 x 73.7",FALSE,1341.34
"False",1939,"Landscapes","18.2 x 73.7",FALSE,1341.34
"False",1900,"Landscapes","18.1 x 51.3",FALSE,928.53
"False",1930,"Mountains","18.4 x 50.8",FALSE,934.72
"False",1961,"Landscapes","19.7 x 54.5",FALSE,1073.65
"False",1904,"Men","106.5 x 45.7",FALSE,4867.05
"False",1904,"Forests","106.5 x 45.7",FALSE,4867.05
"False",1920,"Landscapes","21.1 x 70.2",FALSE,1481.22
"False",1900,"Landscapes","18.6 x 51.4",FALSE,956.04
"False",1900,"Trees","18.6 x 51.4",FALSE,956.04
"False",1900,"Lotuses","17.9 x 50.8",FALSE,909.32
"False",1945,"Bamboo","18.4 x 50.8",FALSE,934.72
"False",1942,"Bamboo",NA,FALSE,NA
"False",1900,"Moon","30.5 x 45.4",FALSE,1384.7
"False",1900,"Trees","30.5 x 45.4",FALSE,1384.7
"False",1957,"Lotuses","18.7 x 50.2",FALSE,938.74
"False",1943,"Fruit","27",FALSE,27
"False",1942,"Mountains","17.8 x 51.1",FALSE,909.58
"False",1942,"Landscapes","17.8 x 51.1",FALSE,909.58
"False",1927,"Horses","18.1 x 50.8",FALSE,919.48
"False",1927,"Trees","18.1 x 50.8",FALSE,919.48
"False",1926,"Horses","18.9 x 53.0",FALSE,1001.7
"False",1926,"Trees","18.9 x 53.0",FALSE,1001.7
"False",1900,"Trees","17.9 x 51.3",FALSE,918.27
"False",1900,"Birds","17.8 x 51",FALSE,907.8
"False",1900,"Lotuses","17.8 x 51",FALSE,907.8
"False",1900,"Plants","17.8 x 51",FALSE,907.8
"False",1932,"Mountains","22.9 x 70.5",FALSE,1614.45
"False",1943,"Flowers","18.7 x 51.4",FALSE,961.18
"False",1937,"Houses","65.7 x 32.7",FALSE,2148.39
"False",1937,"Men","65.7 x 32.7",FALSE,2148.39
"False",1937,"Boats","65.7 x 32.7",FALSE,2148.39
"False",1943,"Men","59.1 x 36.2",FALSE,2139.42
"False",1900,"Cats","18.1 x 50.8",FALSE,919.48
"False",1978,"Insects","18.3 x 56.5",FALSE,1033.95
"False",1947,"Autumn","17.8 x 51.1",FALSE,909.58
"False",1900,"Landscapes","17.5 x 49.5",FALSE,866.25
"False",1938,"Birds","21.9 x 35.9",FALSE,786.21
"False",1938,"Vegetables","21.9 x 35.9",FALSE,786.21
"False",1938,"Insects","21.9 x 35.9",FALSE,786.21
"False",1938,"Flowers","21.9 x 35.9",FALSE,786.21
"False",1979,"Birds","66 x 131.4",FALSE,8672.4
"False",1972,"Flowers","43 x 820.1",FALSE,35264.3
"False",1972,"Plants","43 x 820.1",FALSE,35264.3
"False",1900,"Crabs","28.6 x 40.6",FALSE,1161.16
"False",1975,"Landscapes","28.9 x 41.0",FALSE,1184.9
